timestamp,price,size,side
2019-01-01T00:00:00,136.0,251.81315468,buy
2019-01-01T00:01:00,135.96,86.73373427,sell
2019-01-01T00:02:00,135.92,20.1413807,sell
2019-01-01T00:03:00,135.94,76.70137584,buy
2019-01-01T00:04:00,136.0,14.29393,buy
2019-01-01T00:05:00,136.0,58.89575742,buy
2019-01-01T00:06:00,135.94,39.209849,buy
2019-01-01T00:07:00,135.94,8.0,buy
2019-01-01T00:08:00,136.0,75.64726722,buy
2019-01-01T00:09:00,135.97,42.17419595,sell
2019-01-01T00:10:00,135.99,232.88769194,buy
2019-01-01T00:11:00,135.99,278.81534449,sell
2019-01-01T00:12:00,135.99,53.12328711,buy
2019-01-01T00:13:00,136.0,59.27168097,buy
2019-01-01T00:14:00,136.0,6.77779968,buy
2019-01-01T00:15:00,136.0,7.36114912,buy
2019-01-01T00:16:00,135.99,12.7628,sell
2019-01-01T00:17:00,135.9,108.18315573,sell
2019-01-01T00:18:00,135.9,14.43434918,buy
2019-01-01T00:19:00,135.89,263.1795972,buy
2019-01-01T00:20:00,135.85,225.69713946,sell
2019-01-01T00:21:00,135.84,54.483435009999994,buy
2019-01-01T00:22:00,135.9,123.62465173999999,buy
2019-01-01T00:23:00,135.9,19.39422578,buy
2019-01-01T00:24:00,135.9,16.03507977,buy
2019-01-01T00:26:00,135.9,8.77608549,buy
2019-01-01T00:28:00,135.98,114.75788219,buy
2019-01-01T00:29:00,135.92,106.57099661,sell
2019-01-01T00:30:00,135.94,6.967357720000001,buy
2019-01-01T00:32:00,136.0,1136.58321021,buy
2019-01-01T00:33:00,136.2,907.82588693,buy
2019-01-01T00:34:00,136.29,348.85929823,buy
2019-01-01T00:35:00,136.28,13.988,buy
2019-01-01T00:38:00,136.16,59.89966337,sell
2019-01-01T00:39:00,136.15,1.0995,sell
2019-01-01T00:40:00,136.16,12.32480279,sell
2019-01-01T00:41:00,136.17,0.2,buy
2019-01-01T00:42:00,136.29,24.81363897,buy
2019-01-01T00:43:00,136.39,371.28087863,buy
2019-01-01T00:44:00,136.4,60.34668869,buy
2019-01-01T00:45:00,136.37,65.4114197,sell
2019-01-01T00:46:00,136.5,20.497256319999998,buy
2019-01-01T00:47:00,136.5,163.0,buy
2019-01-01T00:48:00,136.88,697.56669969,buy
2019-01-01T00:49:00,136.78,90.20044547,sell
2019-01-01T00:50:00,136.75,52.36882442,buy
2019-01-01T00:51:00,136.79,19.66801952,buy
2019-01-01T00:52:00,136.77,28.35893866,sell
2019-01-01T00:53:00,136.74,61.03331999,sell
2019-01-01T00:54:00,136.68,5.8,sell
2019-01-01T00:55:00,136.64,13.54399999,sell
2019-01-01T00:56:00,136.65,18.25,buy
2019-01-01T00:57:00,136.62,141.40714116,sell
2019-01-01T00:58:00,136.4912258,97.61234858,sell
2019-01-01T01:00:00,136.46,274.89580867,sell
2019-01-01T01:01:00,136.46,101.61399232,buy
2019-01-01T01:02:00,136.16,172.99897048,sell
2019-01-01T01:03:00,136.41,125.3585085,buy
2019-01-01T01:06:00,136.41,6.08503573,buy
2019-01-01T01:07:00,136.08,1140.48471449,sell
2019-01-01T01:08:00,136.11,26.20014356,buy
2019-01-01T01:09:00,136.1,120.70249901,sell
2019-01-01T01:10:00,136.28,26.800275579999997,buy
2019-01-01T01:11:00,136.31,13.779755179999999,buy
2019-01-01T01:12:00,136.31,167.59421473,buy
2019-01-01T01:13:00,136.36,47.25376,buy
2019-01-01T01:14:00,136.29,84.47024368,sell
2019-01-01T01:15:00,136.24,167.6,sell
2019-01-01T01:16:00,136.19,52.61666348,sell
2019-01-01T01:17:00,136.19,49.13683176000001,sell
2019-01-01T01:18:00,136.18,4.82864912,buy
2019-01-01T01:19:00,136.18,3.2338143599999998,buy
2019-01-01T01:20:00,136.12,117.23456503999999,sell
2019-01-01T01:21:00,136.15,10.07177672,buy
2019-01-01T01:22:00,136.24,6.34995861,buy
2019-01-01T01:23:00,136.16,38.52295211,sell
2019-01-01T01:24:00,136.0,110.87014803,sell
2019-01-01T01:25:00,136.1,61.822999030000005,buy
2019-01-01T01:26:00,136.04,4.32363314,buy
2019-01-01T01:28:00,136.17,3.4521,sell
2019-01-01T01:29:00,136.18,0.32634942,buy
2019-01-01T01:31:00,136.29,46.58059821,buy
2019-01-01T01:32:00,135.82,2903.76810753,sell
2019-01-01T01:33:00,135.91,23.13744416,buy
2019-01-01T01:35:00,135.9,20.17804027,buy
2019-01-01T01:36:00,135.93,50.60642139,buy
2019-01-01T01:37:00,135.83,731.40327274,sell
2019-01-01T01:38:00,135.9,9.31971902,buy
2019-01-01T01:39:00,135.9,0.8666192100000001,buy
2019-01-01T01:40:00,135.94,36.32532495,buy
2019-01-01T01:41:00,135.94,5.65680768,buy
2019-01-01T01:42:00,135.92,321.21075723,sell
2019-01-01T01:43:00,135.92,8.801795819999999,buy
2019-01-01T01:44:00,135.92,4.9780999999999995,buy
2019-01-01T01:45:00,135.8,454.33095421999997,sell
2019-01-01T01:46:00,135.7,1124.96926634,sell
2019-01-01T01:47:00,135.67,127.762766,sell
2019-01-01T01:48:00,135.62,832.35436677,sell
2019-01-01T01:49:00,135.78,472.85708002,buy
2019-01-01T01:50:00,135.75,57.34141715,buy
2019-01-01T01:51:00,135.73,108.12523511,sell
2019-01-01T01:52:00,135.75,17.49564384,buy
2019-01-01T01:53:00,135.75,8.98586429,buy
2019-01-01T01:54:00,135.75,60.90512809,buy
2019-01-01T01:55:00,135.75,30.14734766,buy
2019-01-01T01:56:00,135.75,12.0299133,buy
2019-01-01T01:57:00,135.87,33.75704141,buy
2019-01-01T02:00:00,135.87,41.44115264,buy
2019-01-01T02:01:00,135.73,286.44565944,sell
2019-01-01T02:02:00,135.75,31.485658230000002,buy
2019-01-01T02:03:00,135.78,23.321867530000002,buy
2019-01-01T02:04:00,135.79,45.53140011,buy
2019-01-01T02:05:00,135.77,311.06000807,sell
2019-01-01T02:06:00,135.77,231.20512885,buy
2019-01-01T02:07:00,135.77,54.623027809999996,buy
2019-01-01T02:08:00,135.79,89.9390594,buy
2019-01-01T02:09:00,135.79,17.46558454,buy
2019-01-01T02:10:00,135.79,34.37146543,buy
2019-01-01T02:11:00,135.79,13.68972783,buy
2019-01-01T02:13:00,135.79,0.2,buy
2019-01-01T02:14:00,135.79,0.74399474,buy
2019-01-01T02:15:00,135.78,8.413005,buy
2019-01-01T02:16:00,135.78,5.11299392,buy
2019-01-01T02:17:00,135.79,3.8606564800000003,buy
2019-01-01T02:18:00,135.78,40.507059479999995,sell
2019-01-01T02:21:00,135.78,20.20401949,sell
2019-01-01T02:22:00,135.78,6.9822120000000005,buy
2019-01-01T02:23:00,135.79,1.0,buy
2019-01-01T02:24:00,135.79,8.92393474,buy
2019-01-01T02:25:00,135.79,42.86371785,buy
2019-01-01T02:26:00,135.75,505.61361503,sell
2019-01-01T02:27:00,135.63516669,85.75122828,sell
2019-01-01T02:28:00,135.41,175.37684428,sell
2019-01-01T02:29:00,135.39,48.35869735,sell
2019-01-01T02:30:00,135.5,98.15728152,buy
2019-01-01T02:31:00,135.5,10.3,buy
2019-01-01T02:32:00,135.5,4.3063,buy
2019-01-01T02:33:00,135.58,4.14395697,buy
2019-01-01T02:34:00,135.3,879.92656151,sell
2019-01-01T02:35:00,135.31,14.154501569999999,buy
2019-01-01T02:36:00,135.15,5271.63053115,sell
2019-01-01T02:37:00,135.09,5286.22059277,sell
2019-01-01T02:38:00,135.33,281.1626732,buy
